user_id,gender,age,income,Number of orders
187092,Female,78,44000,5
187093,Female,67,77000,5
187096,Female,69,103000,29
187098,Male,54,70000,9
187102,Female,66,45000,2
187103,Female,21,35000,20
187104,Male,49,53000,7
187105,Female,57,110000,9
187106,Female,70,36000,9
187108,Female,49,77000,85
187109,Female,60,78000,11
187111,Female,28,40000,42
187113,Female,47,54000,19
187116,Male,44,43000,8
187117,Female,50,37000,28
187118,Male,50,114000,3
187121,Female,80,70000,8
187123,Female,50,51000,5
187128,Female,73,101000,15
187129,Female,59,78000,29
187130,Female,58,60000,4
187134,Female,29,30000,11
187135,Male,86,111000,36
187139,Male,37,62000,2
187142,Male,71,37000,17
187143,Male,52,38000,3
187146,Female,62,92000,47
187152,Female,47,83000,17
187153,Male,67,111000,46
187155,Male,75,32000,13
187156,Male,52,54000,2
187157,Female,39,61000,23
187158,Female,81,74000,5
187163,Male,73,70000,9
187165,Female,52,84000,6
187166,Female,51,65000,19
187168,Female,63,70000,33
187172,Female,73,55000,20
187175,Female,31,34000,26
187179,Female,28,41000,11
187181,Female,42,31000,5
187183,Male,76,50000,43
187185,Female,50,43000,14
187188,Female,22,68000,7
187189,Female,37,75000,3
187190,Female,20,44000,3
187191,Male,67,89000,9
187196,Female,22,42000,15
187197,Male,54,45000,14
187202,Female,40,32000,19
187204,Female,57,85000,7
187208,Female,54,53000,4
187209,Male,83,37000,25
187210,Female,49,77000,28
187211,Female,19,42000,36
187213,Female,21,34000,14
187214,Male,36,38000,12
187215,Male,70,86000,3
187216,Male,32,31000,7
187218,Female,67,63000,15
187220,Male,28,43000,30
187221,Female,65,78000,2
187222,Female,62,83000,16
187223,Female,53,89000,9
187224,Male,68,79000,2
187225,Male,59,34000,59
187226,Male,45,87000,30
187228,Male,26,62000,77
187229,Female,75,105000,7
187231,Male,25,52000,12
187232,Male,51,68000,8
187234,Male,68,104000,2
187236,Male,57,64000,9
187237,Female,61,52000,7
187238,Female,18,51000,24
187239,Male,66,55000,12
187241,Female,28,44000,14
187243,Female,38,40000,8
187244,Male,51,78000,63
187247,Female,90,57000,63
187248,Female,55,113000,41
187254,Male,64,60000,25
187256,Male,76,47000,9
187258,Female,65,34000,5
187259,Male,55,62000,2
187260,Male,65,62000,23
187261,Female,58,77000,9
187265,Female,69,47000,19
187271,Female,55,109000,39
187272,Female,67,86000,16
187274,Male,47,59000,5
187275,Female,55,60000,18
187276,Female,39,99000,15
187278,Female,31,36000,3
187280,Female,42,91000,5
187281,Male,33,41000,12
187282,Male,22,57000,8
187284,Male,43,67000,15
187286,Female,37,64000,47
187287,Female,22,61000,12
187288,Female,32,36000,25
187289,Female,58,72000,25
187292,Male,54,57000,19
187293,Female,68,63000,12
187294,Female,78,43000,3
187296,Male,59,94000,10
187297,Male,65,59000,33
187298,Male,47,31000,23
187300,Female,64,113000,3
187301,Female,60,51000,18
187303,Female,46,53000,1
187305,Male,68,75000,50
187309,Female,54,69000,1
187310,Female,72,70000,2
187311,Male,64,40000,25
187313,Female,40,51000,3
187319,Female,49,74000,15
187320,Female,42,56000,16
187321,Female,79,90000,4
187323,Female,18,48000,12
187324,Female,27,50000,5
187328,Male,61,53000,4
187329,Female,38,33000,20
187331,Male,22,45000,10
187333,Male,67,50000,9
187334,Male,61,35000,7
187335,Male,22,55000,83
187336,Male,33,54000,21
187337,Female,68,76000,31
187340,Male,59,109000,23
187343,Female,69,74000,12
187344,Female,66,35000,11
187347,Female,64,71000,14
187351,Female,45,33000,8
187352,Female,52,80000,10
187354,Male,30,56000,15
187356,Male,54,112000,67
187358,Female,63,97000,19
187359,Female,47,61000,5
187360,Female,68,82000,7
187361,Female,53,50000,2
187362,Male,63,119000,85
187364,Female,42,75000,5
187365,Male,48,97000,5
187369,Male,62,37000,15
187372,Female,55,71000,5
187373,Female,49,68000,9
187374,Male,73,61000,6
187375,Female,79,55000,26
187376,Male,68,90000,43
187378,Male,69,86000,3
187379,Male,62,79000,14
187381,Female,41,67000,9
187386,Female,59,77000,8
187387,Female,19,39000,4
187388,Female,52,38000,17
187389,Female,50,97000,15
187390,Female,50,94000,5
187391,Male,23,35000,8
187392,Female,36,74000,30
187393,Male,56,64000,24
187400,Female,53,48000,4
187403,Male,43,34000,6
187404,Male,48,32000,14
187408,Female,58,54000,7
187416,Female,30,31000,4
187418,Female,57,31000,19
187419,Female,41,50000,26
187420,Female,75,36000,5
187423,Male,81,77000,8
187426,Female,37,54000,7
187427,Male,65,58000,19
187428,Male,31,65000,5
187429,Female,43,41000,9
187430,Female,84,45000,11
187431,Female,32,50000,37
187436,Female,58,40000,22
187437,Female,56,60000,18
187438,Female,34,33000,11
187441,Female,58,78000,18
187442,Male,88,51000,32
187444,Female,24,39000,4
187445,Male,63,92000,53
187446,Female,48,70000,3
187447,Female,56,79000,24
187448,Female,36,31000,21
187449,Male,23,38000,6
187450,Female,46,81000,31
187451,Female,25,54000,4
187453,Female,22,33000,12
187454,Male,82,65000,5
187455,Male,50,86000,17
187456,Female,56,89000,2
187458,Male,44,95000,9
187459,Female,42,54000,21
187462,Female,79,55000,38
187465,Male,58,63000,46
187467,Female,52,96000,16
187469,Male,77,63000,20
187470,Male,24,80000,2
187472,Male,47,62000,5
187480,Female,70,93000,8
187481,Female,69,118000,6
187482,Female,31,41000,16
187484,Male,60,104000,17
187485,Male,43,35000,67
187488,Male,34,50000,13
187489,Female,25,48000,3
187491,Female,58,93000,1
187492,Female,70,110000,4
187495,Male,72,64000,5
187498,Male,31,59000,1
187500,Female,35,32000,2
187502,Female,74,76000,10
187503,Female,86,56000,7
187504,Male,33,33000,25
187506,Male,65,45000,80
187507,Female,71,69000,3
187508,Female,42,78000,3
187510,Female,44,60000,7
187511,Male,88,52000,4
187512,Male,82,104000,27
187513,Male,66,53000,23
187515,Female,44,93000,3
187517,Female,38,62000,38
187519,Female,40,47000,23
187522,Male,51,86000,8
187524,Male,52,77000,40
187526,Male,60,61000,56
187527,Male,43,89000,20
187530,Female,31,56000,1
187531,Female,53,105000,6
187532,Female,26,42000,33
187533,Male,67,66000,5
187534,Male,58,77000,33
187535,Male,61,41000,8
187536,Female,52,67000,13
187537,Male,63,64000,3
187539,Female,63,111000,13
187542,Female,72,57000,23
187543,Female,59,79000,12
187545,Male,34,70000,9
187547,Female,49,73000,15
187550,Female,55,32000,67
187551,Female,59,99000,10
187553,Female,67,99000,14
187556,Male,64,44000,22
187557,Female,45,62000,35
187558,Male,79,34000,75
187560,Female,89,81000,19
187562,Female,30,84000,40
187563,Female,61,52000,4
187565,Male,51,73000,9
187566,Female,45,70000,19
187567,Female,66,44000,7
187569,Female,86,36000,16
187572,Male,27,69000,79
187573,Male,51,51000,2
187574,Male,45,55000,12
187575,Male,63,52000,7
187578,Female,60,70000,15
187579,Male,49,95000,5
187580,Male,64,84000,7
187581,Female,60,32000,12
187583,Female,38,34000,25
187585,Female,43,45000,24
187587,Male,52,80000,7
187589,Female,73,46000,48
187597,Female,44,49000,31
187598,Female,77,63000,23
187599,Female,80,74000,5
187601,Female,54,90000,39
187605,Female,61,53000,9
187606,Female,61,71000,9
187609,Female,43,69000,36
187610,Female,28,37000,31
187611,Female,52,66000,50
187612,Female,47,64000,7
187613,Male,77,79000,1
187616,Female,22,43000,8
187617,Female,72,106000,104
187619,Female,51,81000,8
187620,Female,73,58000,15
187621,Female,24,72000,44
187624,Male,69,73000,9
187628,Female,41,61000,1
187629,Female,53,54000,8
187631,Female,85,59000,3
187633,Male,49,32000,2
187634,Male,34,64000,8
187636,Female,54,94000,3
187639,Female,34,61000,27
187640,Female,60,67000,2
187641,Male,39,88000,20
187643,Male,60,85000,37
187644,Female,22,63000,8
187646,Female,74,103000,12
187649,Male,69,47000,17
187650,Female,74,78000,35
187652,Female,50,75000,13
187654,Female,80,54000,2
187655,Female,38,66000,17
187656,Female,52,89000,2
187657,Female,73,73000,51
187660,Male,68,81000,16
187661,Male,67,81000,18
187663,Male,57,70000,13
187665,Male,60,101000,51
187666,Female,86,55000,14
187672,Female,29,41000,19
187677,Male,46,42000,8
187681,Female,64,79000,33
187683,Female,65,90000,4
187684,Female,37,66000,61
187687,Male,55,103000,29
187689,Male,68,54000,10
187691,Male,41,42000,3
187692,Male,51,62000,44
187693,Male,42,59000,1
187694,Female,63,88000,13
187696,Female,64,109000,7
187697,Male,70,97000,56
187703,Female,59,69000,1
187705,Female,40,59000,21
187706,Female,43,45000,76
187708,Female,23,71000,10
187709,Female,71,96000,7
187710,Female,74,45000,8
187712,Female,74,104000,10
187714,Female,45,61000,11
187715,Male,31,45000,8
187716,Male,28,55000,167
187718,Male,65,99000,12
187719,Male,22,41000,13
187720,Male,70,31000,17
187723,Female,52,100000,21
187724,Male,57,104000,2
187726,Female,48,53000,94
187727,Male,47,55000,16
187728,Female,24,70000,48
187729,Male,34,52000,16
187731,Male,45,51000,26
187734,Male,60,91000,17
187736,Female,59,38000,59
187742,Female,61,37000,114
187743,Male,57,72000,13
187746,Male,51,84000,14
187747,Female,67,51000,23
187749,Female,74,95000,21
187752,Male,74,96000,35
187753,Female,56,35000,5
187754,Female,70,105000,10
187755,Female,58,70000,51
187756,Female,45,89000,3
187757,Female,23,40000,13
187759,Female,60,99000,4
187761,Female,50,104000,10
187762,Female,51,68000,8
187764,Female,19,35000,19
187765,Male,21,37000,8
187766,Female,61,35000,2
187767,Female,57,56000,2
187768,Male,50,52000,33
187775,Male,86,76000,25
187777,Female,60,57000,1
187784,Female,22,32000,5
187785,Male,67,114000,3
187786,Female,66,97000,49
187789,Male,49,73000,2
187791,Female,64,103000,18
187794,Female,62,108000,2
187795,Male,46,95000,16
187796,Male,62,45000,20
187800,Female,59,90000,10
187801,Male,37,32000,3
187805,Female,45,96000,38
187807,Female,65,33000,35
187808,Female,62,63000,22
187809,Male,22,45000,27
187810,Female,70,68000,10
187811,Male,55,79000,24
187814,Female,58,71000,10
187815,Female,51,80000,9
187816,Male,33,73000,33
187819,Female,38,74000,13
187820,Female,33,38000,6
187821,Female,52,105000,6
187822,Female,74,37000,8
187823,Female,65,56000,16
187825,Female,73,73000,3
187826,Female,44,65000,3
187828,Female,59,37000,38
187829,Male,71,89000,3
187830,Male,73,58000,8
187832,Female,58,87000,38
187833,Female,65,89000,9
187835,Female,59,60000,8
187836,Female,65,76000,7
187838,Female,68,77000,12
187840,Female,35,66000,6
187841,Male,49,73000,4
187842,Female,31,64000,91
187843,Male,38,48000,15
187846,Female,60,46000,4
187847,Female,60,35000,30
187848,Male,62,77000,19
187853,Male,35,60000,24
187854,Male,67,57000,50
187856,Male,29,43000,41
187857,Female,53,70000,6
187861,Male,61,43000,23
187864,Female,71,75000,49
187865,Female,51,118000,26
187868,Female,71,32000,15
187870,Female,44,32000,5
187872,Female,46,44000,17
187873,Female,53,66000,8
187874,Male,75,81000,23
187876,Male,49,82000,8
187877,Male,43,42000,25
187878,Female,80,98000,29
187879,Female,80,61000,12
187880,Female,70,90000,53
187881,Male,27,57000,23
187884,Female,72,59000,18
187887,Female,27,45000,25
187889,Male,55,74000,8
187890,Female,69,41000,41
187891,Female,64,58000,11
187892,Male,63,79000,14
187894,Male,37,63000,13
187895,Male,81,54000,23
187899,Female,76,75000,13
187900,Female,66,50000,10
187901,Female,41,61000,19
187904,Male,30,51000,3
187905,Male,38,71000,36
187906,Male,24,63000,8
187909,Female,40,66000,10
187910,Female,30,33000,21
187912,Female,65,56000,2
187913,Male,73,77000,15
187915,Female,40,37000,15
187918,Male,41,88000,18
187920,Male,30,37000,24
187922,Female,65,35000,4
187923,Male,45,54000,15
187926,Male,22,70000,17
187927,Female,56,53000,20
187929,Female,36,74000,13
187930,Male,45,44000,77
187931,Female,25,60000,14
187935,Female,47,38000,11
187936,Female,70,98000,33
187937,Male,54,73000,21
187938,Female,60,32000,2
187940,Male,19,59000,22
187942,Female,55,80000,7
187945,Male,63,77000,21
187946,Female,63,97000,27
187947,Female,22,67000,4
187950,Male,65,75000,3
187952,Male,54,105000,63
187953,Female,23,32000,12
187954,Female,43,75000,6
187955,Male,37,41000,7
187956,Female,31,52000,16
187960,Female,73,52000,4
187962,Male,37,47000,5
187966,Male,56,72000,12
187967,Male,45,86000,6
187968,Male,63,65000,10
187969,Female,58,93000,23
187970,Male,27,73000,19
187972,Male,57,98000,67
187973,Male,36,92000,8
187974,Female,56,60000,5
187975,Female,64,74000,13
187977,Female,40,49000,3
187980,Female,66,99000,24
187983,Female,62,99000,12
187984,Female,53,81000,30
187985,Male,51,116000,15
187990,Female,77,74000,10
187992,Male,39,71000,37
187994,Female,29,60000,22
187995,Female,20,35000,18
187996,Male,52,92000,14
188003,Female,82,34000,18
188004,Female,33,70000,20
188005,Male,65,113000,22
188006,Male,45,30000,8
188008,Male,57,34000,24
188009,Female,18,55000,29
188010,Female,58,89000,19
188012,Female,31,51000,175
188013,Male,69,70000,30
188014,Female,70,50000,52
188016,Male,58,56000,5
188017,Female,48,54000,30
188018,Female,42,68000,37
188020,Female,49,57000,55
188021,Female,56,71000,5
188022,Female,60,85000,17
188026,Male,58,43000,3
188029,Male,59,67000,46
188030,Female,51,46000,65
188031,Female,45,73000,1
188032,Female,49,45000,1
188033,Female,47,66000,13
188034,Male,50,57000,67
188037,Female,62,120000,35
188042,Male,53,33000,13
188044,Male,39,50000,36
188045,Male,49,56000,21
188049,Female,71,43000,37
188051,Female,55,70000,72
188053,Female,36,32000,3
188055,Female,34,64000,15
188058,Female,65,82000,24
188062,Female,35,45000,7
188064,Female,80,35000,7
188066,Male,87,58000,9
188067,Male,20,69000,19
188068,Female,57,79000,19
188070,Male,48,36000,11
188072,Male,59,55000,9
188073,Female,43,74000,4
188075,Male,65,57000,16
188077,Male,23,31000,8
188078,Male,58,60000,37
188080,Male,84,73000,29
188081,Female,83,109000,26
188083,Male,40,61000,29
188086,Male,62,40000,15
188087,Male,71,66000,19
188090,Female,46,81000,30
188091,Female,46,78000,3
188093,Female,34,45000,17
188095,Female,47,48000,9
188096,Female,52,78000,6
188106,Female,58,55000,45
188107,Female,29,31000,12
188108,Male,43,66000,4
188109,Female,21,44000,48
188112,Female,66,95000,10
188115,Male,53,67000,21
188117,Female,49,43000,3
188119,Male,36,50000,3
188124,Male,24,54000,11
188125,Male,61,66000,13
188126,Male,83,43000,11
188127,Female,27,65000,41
188175,Male,49,68000,17
188176,Male,19,67000,20
188177,Male,37,51000,15
188178,Male,44,66000,81
188180,Female,42,41000,7
188183,Female,63,49000,25
188184,Male,53,111000,28
188186,Female,42,62000,23
188187,Female,81,82000,15
188188,Male,55,80000,23
188189,Male,52,62000,43
188191,Male,46,69000,41
188192,Male,18,55000,36
188194,Male,51,64000,28
188197,Female,56,39000,19
188199,Female,44,37000,9
188200,Female,52,39000,27
188201,Female,48,62000,6
188203,Female,67,35000,11
188204,Female,47,48000,17
188205,Male,63,62000,7
188207,Female,52,119000,30
188208,Male,59,47000,2
188209,Male,33,51000,15
188210,Female,37,32000,9
188212,Male,70,65000,28
188220,Female,38,66000,3
188222,Female,32,40000,9
188224,Male,61,34000,5
188226,Female,52,62000,11
188227,Female,61,81000,3
188228,Male,39,61000,10
188229,Male,68,70000,16
188231,Male,89,87000,5
188236,Female,83,54000,23
188241,Male,72,41000,10
188246,Female,42,78000,15
188247,Male,65,52000,30
188248,Female,24,40000,32
188251,Female,42,57000,4
188253,Female,53,84000,1
188255,Female,55,61000,14
188257,Female,53,100000,9
188258,Male,56,80000,14
188262,Male,34,43000,11
188264,Female,60,55000,21
188266,Female,50,73000,6
188267,Female,76,60000,23
188270,Male,75,112000,11
188271,Male,59,73000,7
188272,Female,52,44000,18
188278,Female,68,68000,8
188279,Male,50,56000,15
188280,Female,59,38000,9
188281,Male,71,38000,52
188282,Male,60,114000,10
188283,Female,21,68000,33
188285,Male,45,55000,5
188286,Male,42,56000,10
188287,Male,66,40000,16
188290,Male,73,113000,22
188291,Male,36,38000,51
188294,Male,58,39000,12
188296,Female,61,59000,7
188297,Female,43,87000,3
188298,Female,52,35000,25
188299,Female,64,70000,4
188300,Male,74,69000,23
188307,Male,33,44000,22
188309,Female,59,57000,2
188310,Female,56,62000,7
188311,Female,65,52000,4
188316,Male,59,74000,22
188318,Male,67,56000,44
188319,Female,20,58000,1
188320,Male,27,73000,12
188321,Female,70,52000,50
188323,Female,88,80000,6
188324,Male,21,72000,12
188326,Female,54,57000,54
188330,Male,55,63000,21
188332,Male,57,60000,14
188334,Male,75,89000,1
188335,Female,47,46000,12
188341,Male,52,80000,5
188343,Male,63,70000,7
188344,Female,41,31000,20
188346,Female,61,74000,31
188349,Female,23,35000,9
188351,Male,42,54000,8
188352,Female,58,64000,39
188353,Female,68,57000,1
188354,Female,23,31000,24
188358,Female,60,85000,171
188359,Male,73,83000,1
188360,Male,51,90000,8
188361,Female,24,50000,17
188366,Male,45,40000,66
188369,Male,78,96000,2
188370,Male,41,59000,2
188371,Male,77,66000,70
188372,Female,67,58000,33
188375,Female,52,67000,6
188376,Female,40,66000,23
188378,Female,56,43000,7
188383,Male,34,46000,9
188384,Male,40,56000,34
188386,Female,58,31000,14
188387,Female,73,52000,11
188389,Male,73,32000,18
188390,Female,51,35000,19
188391,Male,60,57000,7
188394,Female,74,98000,41
188395,Male,68,99000,8
188398,Female,43,68000,17
188403,Female,63,83000,25
188405,Female,51,60000,68
188407,Female,45,63000,22
188409,Male,19,54000,4
188413,Male,69,44000,91
188414,Male,74,59000,10
188416,Female,57,58000,1
188417,Female,21,50000,4
188418,Female,72,92000,30
188419,Female,47,79000,53
188420,Female,59,77000,17
188422,Female,57,95000,27
188425,Female,58,76000,15
188426,Male,48,38000,3
188429,Female,78,84000,9
188430,Male,47,36000,5
188431,Female,51,73000,23
188432,Male,68,70000,12
188435,Male,50,36000,2
188438,Female,40,86000,4
188441,Male,62,56000,7
188442,Male,61,56000,18
188443,Female,73,66000,5
188444,Female,37,97000,10
188446,Male,48,93000,24
188447,Male,33,74000,26
188450,Female,37,74000,6
188451,Female,49,60000,1
188454,Male,57,56000,17
188456,Female,55,48000,23
188457,Female,51,58000,17
188458,Male,29,73000,1
188459,Female,54,42000,10
188461,Female,52,73000,16
188463,Male,76,103000,19
188465,Female,80,61000,8
188466,Female,43,63000,6
188471,Male,51,53000,3
188473,Female,31,57000,45
188474,Male,68,57000,42
188476,Male,30,53000,20
188482,Male,35,34000,43
188489,Male,51,63000,9
188490,Female,39,32000,3
188492,Male,31,51000,1
188493,Female,55,67000,23
188494,Female,25,56000,25
188496,Female,54,88000,50
188498,Male,42,43000,12
188503,Male,67,46000,23
188505,Female,63,47000,25
188507,Male,53,63000,21
188508,Female,44,81000,18
188510,Female,63,63000,16
188514,Female,45,64000,20
188515,Female,72,105000,35
188517,Female,67,77000,19
188521,Female,48,84000,54
188522,Female,29,51000,15
188523,Female,58,51000,9
188525,Male,42,69000,45
188527,Male,67,76000,17
188528,Female,58,95000,118
188529,Female,43,76000,7
188532,Female,76,34000,14
188534,Male,90,72000,87
188535,Female,53,78000,3
188538,Male,39,35000,6
188539,Male,53,50000,28
188540,Female,37,64000,20
188545,Female,33,42000,4
188546,Female,49,70000,28
188547,Female,48,62000,8
188548,Female,29,90000,6
188550,Female,36,68000,41
188552,Male,37,39000,5
188555,Female,49,47000,1
188557,Male,56,111000,7
188559,Male,39,32000,17
188561,Female,70,54000,11
188562,Male,63,62000,8
188563,Female,47,62000,39
188564,Male,60,54000,4
188565,Male,74,67000,3
188566,Male,52,47000,3
188567,Female,78,35000,19
188572,Male,46,48000,41
188573,Female,39,48000,83
188574,Male,52,55000,9
188575,Male,66,32000,4
188578,Male,18,51000,13
188580,Male,62,44000,12
188581,Female,44,84000,14
188587,Female,63,54000,58
188588,Male,58,46000,28
188590,Female,67,43000,14
188592,Female,53,110000,73
188595,Female,64,88000,1
188598,Female,37,57000,16
188600,Male,26,67000,4
188601,Female,68,59000,27
188602,Female,60,100000,4
188603,Female,51,55000,26
188605,Female,57,98000,13
188615,Male,59,105000,6
188616,Male,61,106000,52
188618,Male,59,55000,19
188619,Female,65,83000,18
188620,Male,54,57000,1
188625,Male,51,86000,1
188627,Male,60,37000,15
188628,Male,65,43000,12
188629,Male,49,100000,10
188632,Male,71,96000,4
188633,Female,44,71000,1
188635,Female,45,61000,20
188638,Male,55,84000,48
188639,Female,64,61000,37
188642,Male,72,32000,10
188644,Female,37,57000,8
188645,Male,64,47000,12
188646,Male,64,84000,6
188655,Female,37,39000,14
188656,Female,44,75000,4
188657,Male,59,86000,21
188659,Female,64,118000,25
188665,Female,77,90000,35
188666,Female,58,41000,20
188667,Female,42,74000,18
188669,Female,72,66000,22
188673,Female,65,81000,13
188676,Male,37,69000,4
188677,Female,26,36000,72
188678,Female,63,57000,30
188679,Male,21,39000,6
188682,Female,62,56000,25
188684,Female,59,96000,16
188685,Male,38,37000,17
188686,Female,47,39000,17
188687,Male,69,105000,46
188688,Male,30,67000,9
188693,Male,53,89000,8
188696,Male,58,54000,10
188698,Male,60,84000,3
188699,Female,55,68000,1
188700,Male,63,56000,14
188701,Female,62,80000,2
188702,Male,44,69000,34
188703,Female,75,102000,13
188704,Female,68,77000,2
188706,Female,87,43000,7
188707,Female,63,58000,3
188708,Female,32,43000,10
188709,Female,28,42000,30
188711,Male,65,38000,14
188713,Female,52,67000,2
188715,Female,25,67000,15
188717,Male,63,53000,7
188719,Female,26,53000,2
188723,Female,71,77000,14
188724,Female,47,79000,6
188725,Male,52,71000,9
188727,Female,34,47000,48
188728,Female,19,39000,6
188733,Female,62,33000,13
188734,Male,59,44000,46
188735,Female,62,71000,5
188736,Male,51,105000,32
188738,Male,64,69000,11
188740,Female,47,70000,28
188741,Female,90,108000,12
188742,Female,59,48000,14
188743,Male,48,31000,6
188745,Female,53,46000,13
188746,Female,81,69000,22
188748,Male,54,50000,11
188750,Female,25,52000,5
188751,Female,53,68000,2
188752,Male,41,57000,10
188753,Male,19,42000,4
188754,Male,66,60000,12
188756,Male,58,77000,81
188757,Female,67,78000,45
188759,Female,59,95000,6
188761,Female,52,89000,6
188762,Female,69,56000,8
188763,Male,28,57000,123
188766,Male,86,70000,26
188769,Female,57,53000,4
188771,Female,63,107000,10
188772,Male,67,75000,10
188774,Male,82,104000,5
188776,Female,48,74000,55
188778,Male,55,57000,9
188780,Female,56,43000,18
188781,Male,24,39000,27
188782,Male,47,62000,10
188783,Female,18,64000,11
188784,Female,70,81000,4
188788,Male,41,48000,24
188792,Male,29,35000,51
188793,Female,28,83000,12
188794,Female,28,38000,7
188795,Female,71,57000,7
188799,Male,53,72000,30
188800,Male,39,67000,9
188804,Female,67,50000,11
188806,Male,61,44000,25
188807,Male,49,68000,32
188809,Male,33,54000,6
188810,Male,63,94000,33
188811,Male,60,74000,25
188817,Male,79,91000,9
188819,Male,71,114000,5
188820,Male,45,74000,5
188821,Female,71,55000,38
188822,Female,63,64000,7
188823,Female,81,57000,11
188830,Female,22,54000,17
188832,Female,70,35000,10
188833,Female,59,73000,3
188835,Male,72,56000,6
188836,Male,70,105000,43
188839,Male,57,66000,48
188841,Female,28,57000,31
188844,Female,24,72000,6
188845,Female,47,65000,7
188849,Female,60,44000,57
188850,Male,50,65000,7
188855,Female,29,41000,3
188857,Male,27,42000,6
188858,Female,49,30000,4
188859,Female,56,80000,14
188860,Female,44,89000,2
188861,Female,51,62000,7
188867,Female,22,57000,6
188869,Male,39,50000,42
188870,Female,67,38000,10
188871,Female,73,52000,7
188872,Female,64,117000,5
188874,Female,34,37000,5
188875,Female,52,31000,13
188878,Male,55,83000,4
188879,Female,62,51000,3
188880,Male,83,73000,6
188882,Female,52,31000,30
188883,Male,53,90000,17
188885,Female,63,76000,2
188886,Male,87,83000,30
188888,Male,28,47000,37
188891,Female,27,31000,6
188892,Male,48,56000,4
188895,Male,36,30000,25
188899,Male,80,76000,5
188900,Male,71,88000,10
188901,Female,54,67000,7
188902,Female,75,92000,31
188905,Female,22,55000,51
188908,Female,57,78000,17
188911,Female,75,36000,7
188912,Female,49,43000,14
188916,Female,47,77000,18
188917,Female,41,60000,12
188923,Male,46,67000,28
188924,Male,46,55000,13
188927,Male,65,106000,4
188931,Male,69,31000,3
188933,Male,49,48000,77
188937,Female,49,74000,22
188939,Male,51,72000,6
188940,Male,40,84000,10
188942,Male,28,59000,43
188943,Female,63,94000,28
188944,Female,70,74000,11
188945,Female,34,46000,5
188946,Male,61,74000,16
188947,Female,66,111000,36
188949,Male,80,65000,39
188951,Male,42,54000,25
188960,Male,21,46000,15
188963,Female,40,88000,4
188965,Male,67,52000,23
188966,Male,58,119000,4
188968,Male,42,58000,15
188971,Female,66,74000,10
188972,Male,64,53000,33
188973,Female,44,58000,23
188974,Female,57,66000,62
188976,Male,24,38000,27
188977,Male,53,36000,67
188979,Male,38,69000,1
188981,Female,22,36000,8
188982,Female,51,48000,17
188983,Female,65,73000,12
188987,Female,81,85000,5
188993,Male,67,59000,6
188996,Male,31,35000,21
188997,Female,46,64000,4
188998,Male,23,42000,77
188999,Male,63,72000,2
189000,Female,19,73000,6
189003,Male,45,84000,10
189005,Male,64,36000,12
189006,Female,74,104000,7
189009,Female,58,57000,6
189010,Male,50,111000,9
189015,Female,53,32000,22
189016,Male,50,93000,43
189019,Male,65,114000,2
189021,Female,64,73000,1
189023,Male,70,99000,11
189024,Male,24,64000,26
189025,Male,52,105000,46
189027,Male,42,75000,7
189028,Female,53,64000,27
189030,Female,69,85000,1
189034,Female,73,36000,114
189039,Male,55,83000,24
189042,Male,57,118000,78
189043,Male,80,71000,33
189045,Female,59,72000,38
189047,Female,40,63000,11
189049,Female,55,51000,22
189051,Male,52,75000,71
189055,Male,68,67000,11
189057,Female,54,83000,12
189058,Female,82,51000,25
189059,Female,64,79000,9
189061,Female,66,53000,4
189062,Female,39,72000,15
189063,Female,73,60000,14
189065,Male,72,88000,6
189067,Female,72,75000,15
189070,Male,82,114000,5
189072,Male,20,37000,11
189078,Female,55,53000,3
189082,Male,52,95000,16
189083,Male,22,35000,14
189084,Male,64,66000,34
189085,Male,63,71000,6
189088,Female,26,49000,6
189089,Female,74,53000,14
189090,Male,53,85000,2
189092,Female,26,40000,23
189093,Male,41,100000,11
189094,Female,64,56000,14
189095,Male,62,107000,14
189097,Male,48,93000,9
189100,Female,33,41000,14
189103,Female,70,47000,14
189105,Male,50,59000,44
189106,Male,52,58000,10
189107,Female,61,75000,5
189110,Male,30,46000,11
189112,Male,42,41000,5
189115,Male,20,39000,6
189116,Male,18,53000,92
189118,Male,39,72000,11
189122,Male,86,59000,11
189123,Female,57,91000,2
189124,Female,19,62000,5
189125,Male,63,64000,16
189129,Male,77,54000,14
189130,Male,26,61000,9
189132,Male,85,50000,2
189134,Male,43,51000,13
189135,Male,82,44000,9
189139,Female,46,46000,23
189141,Female,28,62000,2
189144,Female,61,35000,23
189145,Male,49,66000,4
189147,Male,48,85000,7
189148,Male,76,49000,62
189149,Male,62,89000,17
189150,Female,57,70000,29
189151,Female,65,86000,12
189153,Female,23,50000,24
189155,Male,35,40000,17
189157,Male,74,91000,26
189160,Female,67,88000,1
189164,Male,60,33000,34
189165,Female,28,41000,12
189167,Male,25,32000,8
189168,Male,51,72000,27
189169,Female,58,38000,8
189170,Male,50,51000,74
189171,Female,56,58000,5
189172,Female,80,75000,16
189175,Female,50,69000,20
189176,Male,23,41000,7
189179,Male,56,100000,8
189180,Male,22,39000,8
189181,Female,56,99000,5
189184,Male,34,41000,17
189185,Female,40,64000,2
189186,Male,19,73000,5
189187,Male,58,96000,6
189189,Male,54,109000,4
189190,Male,73,65000,7
189191,Female,52,62000,9
189197,Female,77,38000,5
189198,Male,42,51000,7
189201,Female,56,97000,7
189202,Male,61,67000,2
189203,Male,50,68000,24
189204,Female,70,114000,5
189207,Female,66,46000,13
